months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
80,25,IL,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,Vehicle Theft,,Minor Damage,UNKNOWN,OH,Northbrook,5,1,NO,2,0,YES,6930,1260,630,5040,2001,0,1087,0,1,0,0,0,0,601,Toyota_Highlander
325,47,IN,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,11,1,YES,0,3,NO,72930,6630,6630,59670,2006,1,3265,0,0,0,0,0,1,438,Dodge_RAM
29,25,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,4,4,YES,1,2,YES,64890,7210,7210,50470,2013,1,82,0,0,0,0,0,0,464,Nissan_Pathfinder
295,48,OH,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,Parked Car,,Trivial Damage,UNKNOWN,WV,Columbus,6,1,,1,2,YES,5400,900,900,3600,1999,0,2076,1,1,0,0,0,0,439,Saab_95
239,42,IL,100/300,1000,969.5,0,MALE,College,exec-managerial,reading,not-in-family,0,0,Vehicle Theft,,Trivial Damage,UNKNOWN,NC,Northbrook,10,1,NO,0,0,,5600,700,700,4200,2007,0,5607,0,1,0,0,0,0,464,Audi_A3
269,41,IN,100/300,500,1463.82,0,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,23,1,YES,0,0,,79300,15860,15860,47580,2007,0,8863,0,0,0,0,0,0,448,Saab_92x
80,27,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,52800,10560,5280,36960,2004,0,6772,0,0,0,0,0,0,440,Saab_95
279,41,IL,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,,2,3,NO,28800,0,3600,25200,2013,0,4985,1,0,0,0,0,0,460,Ford_Fusion
165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2970,330,330,2310,2008,0,2884,0,1,0,0,0,0,446,Toyota_Highlander
350,54,OH,500/1000,500,1495.1,0,MALE,College,other-service,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,,93480,15580,7790,70110,2014,0,469,0,0,1,1,1,0,609,Chevrolet_Malibu
295,49,IL,100/300,500,1141.62,0,MALE,College,prof-specialty,kayaking,husband,34300,-24300,Vehicle Theft,,Minor Damage,UNKNOWN,WV,Columbus,4,1,YES,1,3,YES,4320,480,480,3360,2002,0,8237,0,1,0,0,0,0,451,Mercedes_E400
464,61,OH,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,,0,2,YES,79800,6650,19950,53200,2000,1,8864,1,0,0,0,1,0,604,Saab_95
118,28,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,,74200,7420,14840,51940,1997,0,8464,0,0,1,0,0,0,432,Volkswagen_Passat
298,47,IL,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,,0,0,,70590,10860,10860,48870,2000,1,5927,1,0,1,0,0,0,618,Saab_93
87,31,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,60940,5540,11080,44320,2006,1,2041,0,0,0,0,1,0,451,Nissan_Ultima
261,42,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,,1,2,YES,74700,7470,14940,52290,2010,0,2192,1,0,0,0,0,0,605,Dodge_RAM
453,60,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,,70000,14000,7000,49000,2015,1,4312,0,0,1,0,0,0,459,Ford_F150
210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,,2,0,NO,81070,14740,14740,51590,2001,0,819,1,0,0,0,0,1,432,BMW_X5
168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,,1,1,,57720,14430,9620,33670,2007,0,5414,1,0,1,0,0,0,452,Saab_93
390,51,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,,Minor Damage,UNKNOWN,VA,Northbrook,9,1,YES,1,1,YES,7080,1180,1180,4720,2001,0,5627,0,1,0,0,0,0,618,Ford_F150
258,46,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,,47700,4770,9540,33390,1997,1,5800,0,0,1,0,1,0,455,Accura_MDX
107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,9320,9320,32620,2002,0,8779,0,0,0,0,0,0,470,Suburu_Legacy
225,41,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,,2,2,NO,70400,6400,12800,51200,2011,1,7837,1,0,0,0,0,1,475,Toyota_Highlander
164,38,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,90000,18000,9000,63000,2015,0,6287,0,0,0,0,0,0,467,Ford_Fusion
245,39,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,,0,1,,72820,13240,6620,52960,2010,0,5053,1,0,0,0,1,0,460,BMW_3 Series
255,41,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,,69300,13860,13860,41580,2000,0,775,0,0,0,0,0,0,618,Volkswagen_Passat
206,36,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,76560,12760,12760,51040,2008,1,2010,0,0,0,0,0,1,607,Ford_Fusion
203,38,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,,0,1,YES,55440,0,6160,49280,1999,1,6189,1,0,0,0,0,0,606,Nissan_Maxima
22,25,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,77130,8570,17140,51420,1995,0,2489,0,0,0,0,0,1,603,Accura_MDX
211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,,42000,7000,7000,28000,2011,0,6741,0,0,1,0,0,0,445,BMW_X5
206,39,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,36300,3300,9900,23100,2013,0,205,0,0,0,0,0,0,603,Ford_Escape
166,38,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,,40320,5760,5760,28800,2001,0,8096,0,0,1,0,0,0,435,Suburu_Impreza
165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,,Minor Damage,Police,PA,Northbrook,9,1,,2,0,,3960,330,660,2970,1998,0,979,1,1,0,0,0,0,611,BMW_M5
274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,10640,10640,42560,2006,1,5017,0,0,0,0,0,0,465,BMW_X5
81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,,1,2,,44730,4970,4970,34790,2000,1,1215,1,0,1,0,0,0,617,Saab_92x
280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,14120,14120,56480,1999,0,1287,0,0,0,0,0,0,607,Ford_Escape
194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,,2,2,NO,61500,6150,12300,43050,2012,0,3498,1,0,0,0,0,1,455,Dodge_RAM
112,27,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,,0,1,,51000,8500,8500,34000,2013,0,3414,1,0,1,0,1,0,450,Nissan_Pathfinder
24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,,2,1,NO,46800,4680,9360,32760,2002,0,6945,1,0,0,0,0,1,431,Jeep_Wrangler
93,32,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,,1,1,,78120,17360,8680,52080,2006,0,3420,1,0,0,0,0,0,454,BMW_3 Series
171,34,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,,69200,13840,6920,48440,1996,1,6544,0,0,1,0,0,0,605,Volkswagen_Passat
200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,9,1,,0,0,NO,3690,410,410,2870,2015,0,1696,1,1,0,0,0,0,444,Ford_Escape
120,28,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,,65500,6550,6550,52400,2010,0,2161,0,0,0,0,1,0,447,BMW_X5
325,46,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,,1,2,YES,76120,13840,6920,55360,1999,0,572,1,0,0,0,0,0,474,Toyota_Camry
124,32,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,73560,12260,12260,49040,1995,0,8295,0,0,0,0,1,0,447,BMW_X5
211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,,52030,9460,4730,37840,2008,0,6163,0,0,1,0,0,0,451,Mercedes_E400
287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,,Trivial Damage,UNKNOWN,SC,Northbrook,9,1,,2,3,,5170,470,940,3760,2001,0,3948,1,1,0,0,0,0,477,Suburu_Forrestor
122,34,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,Parked Car,,Minor Damage,UNKNOWN,SC,Northbend,5,1,,2,1,YES,8190,1890,1260,5040,2013,0,3193,1,1,0,0,0,0,603,Chevrolet_Silverado
22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,,2,3,,70800,7080,14160,49560,2012,1,7556,1,0,1,0,0,0,463,Accura_MDX
106,31,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,,0,3,YES,45630,5070,5070,35490,2011,0,6198,1,0,0,0,1,0,441,Accura_MDX
398,58,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,,99320,7640,15280,76400,2002,1,5191,0,0,1,0,0,0,469,Accura_TL
214,41,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,,2,0,NO,64000,12800,6400,44800,1996,1,3752,1,0,0,0,0,1,472,BMW_X6
209,38,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,,1,1,,47300,4730,4730,37840,2014,0,1898,1,0,0,0,0,0,614,Nissan_Pathfinder
82,27,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,,71680,8960,8960,53760,2007,1,6724,0,0,1,0,0,0,476,Volkswagen_Jetta
193,41,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,,1,0,YES,112320,17280,17280,77760,2011,1,7147,1,0,0,1,0,0,438,Suburu_Impreza
134,32,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,,1,0,,82720,7520,15040,60160,2014,0,4962,1,0,1,1,0,0,440,Audi_A3
288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,,2,1,,48060,10680,5340,32040,2009,0,4527,1,0,1,0,0,0,616,Mercedes_C300
104,32,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,63570,9780,9780,44010,2006,1,6387,0,0,0,0,0,0,434,Volkswagen_Jetta
431,54,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,,63240,10540,10540,42160,1997,0,7363,0,0,1,0,0,0,436,Suburu_Forrestor
101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,,54240,9040,9040,36160,2013,1,976,0,0,0,0,0,0,619,Saab_93
375,50,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,37280,0,0,37280,1996,1,2916,0,0,0,0,0,1,466,Audi_A5
461,61,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,,2,1,YES,72100,7210,14420,50470,2006,0,3523,1,0,0,0,0,0,449,Jeep_Wrangler
428,59,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,Parked Car,,Minor Damage,UNKNOWN,WV,Northbend,8,1,,2,3,NO,6500,1300,650,4550,2013,0,5609,1,1,0,0,0,0,473,Saab_92x
45,38,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,,2,0,,78240,13040,13040,52160,2013,0,3198,1,0,1,0,0,0,470,Suburu_Legacy
136,29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,Vehicle Theft,,Minor Damage,Police,NY,Columbus,9,1,,2,0,,6200,1240,620,4340,1999,0,1743,1,1,0,0,0,0,600,Honda_Accord
216,36,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,Parked Car,,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,,6160,560,1680,3920,2014,0,8111,0,1,0,0,0,0,615,Mercedes_E400
278,48,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,,2,0,,76050,11700,11700,52650,1997,0,5655,1,0,1,0,0,0,475,Chevrolet_Silverado
295,48,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,86060,13240,13240,59580,2002,0,8376,0,0,0,0,0,0,609,Volkswagen_Passat
112,30,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,107900,10790,21580,75530,1997,1,4513,0,0,0,1,0,1,479,Dodge_Neon
122,34,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,99990,18180,18180,63630,2011,0,4169,0,0,0,1,0,0,452,Mercedes_E400
108,29,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,61380,11160,5580,44640,2012,0,2638,0,0,0,0,0,0,441,Suburu_Legacy
14,28,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,,2,1,YES,71280,12960,12960,45360,2012,1,4590,1,0,0,0,0,0,601,Audi_A5
298,45,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,64000,12800,6400,44800,1999,0,8274,0,0,0,0,1,0,442,Saab_95
276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,,Trivial Damage,Police,SC,Hillsdale,7,1,,0,1,NO,5940,660,660,4620,2015,0,3616,1,1,0,0,0,0,430,Toyota_Highlander
47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,,Minor Damage,UNKNOWN,NY,Hillsdale,18,1,NO,1,0,NO,6700,670,670,5360,2011,0,2486,0,1,0,0,0,0,430,Jeep_Wrangler
222,42,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,,51740,11940,7960,31840,2006,0,5731,0,0,0,0,1,0,612,Jeep_Wrangler
119,28,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,,0,1,YES,53600,6700,6700,40200,2007,1,826,1,0,0,0,0,0,430,Volkswagen_Jetta
73,29,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,,44910,4990,4990,34930,2001,0,8016,0,0,1,0,0,0,467,Dodge_Neon
8,31,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,,0,2,YES,48100,11100,7400,29600,2014,0,4395,1,0,0,0,1,0,604,Volkswagen_Jetta
294,44,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,Vehicle Theft,,Trivial Damage,UNKNOWN,WV,Riverwood,3,1,NO,0,1,NO,6100,610,1220,4270,2002,0,8940,0,1,0,0,0,0,460,Ford_Fusion
324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,,1,0,YES,79600,15920,15920,47760,2011,0,1782,1,0,0,0,0,0,618,Jeep_Wrangler
155,34,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,77040,8560,8560,59920,1998,0,8868,0,0,0,0,0,0,462,Honda_Civic
261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,,62590,11380,11380,39830,2003,0,3495,0,0,0,0,0,0,457,Volkswagen_Jetta
245,40,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,85150,13100,13100,58950,1998,0,4893,0,0,0,0,0,1,459,Chevrolet_Malibu
235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,,Trivial Damage,UNKNOWN,NY,Hillsdale,1,1,,2,1,NO,4950,450,900,3600,2010,0,1478,1,1,0,0,0,0,434,Chevrolet_Silverado
53,36,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,,2,0,YES,51100,10220,5110,35770,2006,0,4176,1,0,0,0,0,0,614,Audi_A3
426,54,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,,100800,16800,16800,67200,1997,0,6289,0,0,0,0,0,0,605,Dodge_Neon
111,27,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,90970,16540,16540,57890,2009,0,2204,0,0,0,0,0,1,604,Accura_RSX
86,26,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,,1,1,YES,81840,14880,7440,59520,2011,1,5936,1,0,0,0,0,0,434,Chevrolet_Malibu
296,46,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,,0,2,NO,54900,5490,5490,43920,2013,0,7987,1,0,0,0,0,1,476,Mercedes_C300
125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,88660,8060,16120,64480,2007,1,6807,0,0,0,0,0,1,446,Mercedes_C300
177,34,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,,1,1,NO,18000,2250,2250,13500,2009,0,754,1,0,0,0,0,1,477,Audi_A3
238,39,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,5500,1100,550,3850,2010,0,3003,0,1,0,0,0,0,600,Chevrolet_Tahoe
81,25,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,,1,0,,73920,13440,6720,53760,2003,1,363,1,0,1,0,0,0,461,Honda_Civic
128,28,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,101860,18520,18520,64820,2007,0,2649,0,0,0,0,0,0,472,Honda_CRV
